image,bbox
7283,"[np.float64(641.53), np.float64(177.62), np.float64(679.53), np.float64(209.89)]"
7283,"[np.float64(735.1), np.float64(180.62), np.float64(926.29), np.float64(308.12)]"
1182,"[np.float64(837.61), np.float64(172.88), np.float64(1241.0), np.float64(374.0)]"
1182,"[np.float64(729.53), np.float64(172.17), np.float64(838.72), np.float64(242.25)]"
1182,"[np.float64(569.62), np.float64(181.28), np.float64(617.14), np.float64(214.34)]"
1182,"[np.float64(594.87), np.float64(178.04), np.float64(630.43), np.float64(204.81)]"
2990,"[np.float64(207.27), np.float64(182.87), np.float64(439.47), np.float64(324.72)]"
2990,"[np.float64(503.71), np.float64(179.89), np.float64(548.67), np.float64(217.75)]"
2990,"[np.float64(590.34), np.float64(177.5), np.float64(633.23), np.float64(220.22)]"
1110,"[np.float64(87.42), np.float64(197.7), np.float64(416.58), np.float64(361.44)]"
1110,"[np.float64(346.86), np.float64(183.3), np.float64(472.14), np.float64(224.92)]"
7359,"[np.float64(505.87), np.float64(168.98), np.float64(627.97), np.float64(212.19)]"
4331,"[np.float64(208.17), np.float64(190.99), np.float64(407.88), np.float64(316.05)]"
4331,"[np.float64(901.4), np.float64(133.17), np.float64(1108.8), np.float64(206.79)]"
4331,"[np.float64(1065.34), np.float64(141.28), np.float64(1169.37), np.float64(189.03)]"
4331,"[np.float64(1113.36), np.float64(143.17), np.float64(1230.93), np.float64(186.61)]"
4331,"[np.float64(430.03), np.float64(187.46), np.float64(504.8), np.float64(236.28)]"
4331,"[np.float64(356.52), np.float64(185.34), np.float64(474.39), np.float64(259.13)]"
4331,"[np.float64(688.17), np.float64(172.96), np.float64(746.53), np.float64(212.96)]"
4331,"[np.float64(471.1), np.float64(184.56), np.float64(525.24), np.float64(225.2)]"
4331,"[np.float64(619.98), np.float64(181.02), np.float64(656.61), np.float64(210.67)]"
2181,"[np.float64(586.56), np.float64(178.07), np.float64(654.85), np.float64(233.58)]"
2181,"[np.float64(220.01), np.float64(165.78), np.float64(424.6), np.float64(281.85)]"
2181,"[np.float64(707.46), np.float64(178.25), np.float64(793.42), np.float64(232.45)]"
475,"[np.float64(778.02), np.float64(179.39), np.float64(1039.21), np.float64(326.67)]"
475,"[np.float64(236.28), np.float64(189.45), np.float64(408.55), np.float64(278.63)]"
475,"[np.float64(712.17), np.float64(178.42), np.float64(848.83), np.float64(261.79)]"
475,"[np.float64(440.52), np.float64(177.48), np.float64(499.12), np.float64(218.69)]"
475,"[np.float64(672.89), np.float64(174.42), np.float64(744.46), np.float64(225.55)]"
5934,"[np.float64(717.58), np.float64(166.44), np.float64(872.24), np.float64(214.57)]"
319,"[np.float64(599.09), np.float64(176.71), np.float64(627.07), np.float64(204.35)]"
319,"[np.float64(236.96), np.float64(190.66), np.float64(348.83), np.float64(249.14)]"
4043,"[np.float64(434.96), np.float64(183.48), np.float64(491.75), np.float64(240.68)]"
6203,"[np.float64(596.42), np.float64(176.1), np.float64(676.41), np.float64(238.22)]"
6203,"[np.float64(324.19), np.float64(181.24), np.float64(375.27), np.float64(212.06)]"
6203,"[np.float64(404.45), np.float64(180.97), np.float64(452.58), np.float64(211.73)]"
2465,"[np.float64(702.59), np.float64(172.53), np.float64(832.17), np.float64(271.08)]"
2465,"[np.float64(530.4), np.float64(168.25), np.float64(555.35), np.float64(193.57)]"
2465,"[np.float64(462.53), np.float64(176.36), np.float64(509.81), np.float64(211.51)]"
2465,"[np.float64(32.42), np.float64(195.91), np.float64(342.64), np.float64(347.61)]"
2465,"[np.float64(278.39), np.float64(185.79), np.float64(418.76), np.float64(272.73)]"
7205,"[np.float64(591.21), np.float64(178.96), np.float64(617.59), np.float64(205.04)]"
6738,"[np.float64(210.54), np.float64(183.64), np.float64(313.66), np.float64(227.14)]"
571,"[np.float64(537.08), np.float64(160.99), np.float64(594.73), np.float64(205.59)]"
1802,"[np.float64(103.98), np.float64(184.19), np.float64(249.4), np.float64(249.59)]"
7382,"[np.float64(544.56), np.float64(167.26), np.float64(586.61), np.float64(201.27)]"
7382,"[np.float64(261.79), np.float64(179.31), np.float64(405.59), np.float64(232.93)]"
7382,"[np.float64(328.64), np.float64(170.96), np.float64(397.19), np.float64(204.46)]"
2013,"[np.float64(600.06), np.float64(176.27), np.float64(629.39), np.float64(205.25)]"
4250,"[np.float64(548.79), np.float64(156.03), np.float64(597.15), np.float64(207.12)]"
3579,"[np.float64(578.7), np.float64(181.47), np.float64(613.74), np.float64(209.36)]"
3579,"[np.float64(725.21), np.float64(177.12), np.float64(911.23), np.float64(241.62)]"
3579,"[np.float64(687.93), np.float64(179.52), np.float64(805.77), np.float64(219.77)]"
6735,"[np.float64(235.06), np.float64(186.69), np.float64(490.27), np.float64(358.89)]"
6735,"[np.float64(476.29), np.float64(189.64), np.float64(556.59), np.float64(253.18)]"
1696,"[np.float64(597.7), np.float64(174.7), np.float64(665.04), np.float64(239.75)]"
3468,"[np.float64(939.12), np.float64(176.51), np.float64(1053.18), np.float64(213.78)]"
3363,"[np.float64(582.03), np.float64(176.03), np.float64(644.67), np.float64(236.6)]"
7156,"[np.float64(316.58), np.float64(191.42), np.float64(490.44), np.float64(318.67)]"
7156,"[np.float64(745.17), np.float64(158.91), np.float64(1147.77), np.float64(310.04)]"
7156,"[np.float64(642.84), np.float64(167.63), np.float64(780.33), np.float64(224.57)]"
3651,"[np.float64(640.81), np.float64(173.37), np.float64(710.29), np.float64(238.53)]"
3651,"[np.float64(942.89), np.float64(171.72), np.float64(1241.0), np.float64(374.0)]"
3651,"[np.float64(490.71), np.float64(170.73), np.float64(556.88), np.float64(219.05)]"
3651,"[np.float64(122.96), np.float64(184.57), np.float64(309.89), np.float64(262.38)]"
3651,"[np.float64(403.93), np.float64(182.68), np.float64(492.14), np.float64(220.91)]"
3651,"[np.float64(715.32), np.float64(168.61), np.float64(774.58), np.float64(194.94)]"
939,"[np.float64(588.48), np.float64(175.31), np.float64(615.22), np.float64(201.75)]"
939,"[np.float64(172.51), np.float64(194.49), np.float64(317.16), np.float64(263.48)]"
939,"[np.float64(414.16), np.float64(184.29), np.float64(460.21), np.float64(212.97)]"
1710,"[np.float64(166.29), np.float64(195.94), np.float64(447.83), np.float64(354.92)]"
1710,"[np.float64(353.92), np.float64(174.9), np.float64(517.9), np.float64(290.67)]"
1710,"[np.float64(716.04), np.float64(186.48), np.float64(799.74), np.float64(241.14)]"
1710,"[np.float64(489.19), np.float64(180.79), np.float64(565.62), np.float64(242.43)]"
1710,"[np.float64(695.59), np.float64(176.51), np.float64(763.35), np.float64(227.04)]"
3101,"[np.float64(539.8), np.float64(181.44), np.float64(600.26), np.float64(227.25)]"
7008,"[np.float64(477.71), np.float64(162.03), np.float64(527.55), np.float64(195.93)]"
808,"[np.float64(601.88), np.float64(184.97), np.float64(665.33), np.float64(237.34)]"
808,"[np.float64(967.93), np.float64(175.21), np.float64(1087.4), np.float64(209.95)]"
808,"[np.float64(402.14), np.float64(186.23), np.float64(446.06), np.float64(213.49)]"
2240,"[np.float64(18.14), np.float64(191.26), np.float64(280.39), np.float64(284.87)]"
2240,"[np.float64(191.47), np.float64(191.18), np.float64(365.98), np.float64(254.81)]"
2240,"[np.float64(945.16), np.float64(160.32), np.float64(1002.18), np.float64(188.75)]"
3760,"[np.float64(129.18), np.float64(166.41), np.float64(309.41), np.float64(274.52)]"
3760,"[np.float64(323.77), np.float64(183.09), np.float64(414.81), np.float64(238.12)]"
3760,"[np.float64(418.72), np.float64(183.6), np.float64(477.21), np.float64(216.93)]"
3760,"[np.float64(464.15), np.float64(177.44), np.float64(508.29), np.float64(210.23)]"
6180,"[np.float64(248.88), np.float64(185.23), np.float64(454.66), np.float64(303.46)]"
6180,"[np.float64(1055.12), np.float64(147.16), np.float64(1202.49), np.float64(236.65)]"
6180,"[np.float64(924.79), np.float64(162.52), np.float64(1057.82), np.float64(233.54)]"
6180,"[np.float64(866.29), np.float64(163.61), np.float64(977.99), np.float64(225.51)]"
6180,"[np.float64(682.17), np.float64(174.44), np.float64(772.74), np.float64(246.16)]"
6180,"[np.float64(451.22), np.float64(176.14), np.float64(531.34), np.float64(231.78)]"
1999,"[np.float64(399.42), np.float64(189.15), np.float64(507.58), np.float64(225.38)]"
1999,"[np.float64(634.31), np.float64(189.71), np.float64(673.23), np.float64(219.73)]"
5198,"[np.float64(240.82), np.float64(183.32), np.float64(428.84), np.float64(243.56)]"
5198,"[np.float64(631.47), np.float64(180.57), np.float64(692.25), np.float64(225.12)]"
5198,"[np.float64(616.86), np.float64(177.51), np.float64(648.78), np.float64(204.52)]"
3169,"[np.float64(583.21), np.float64(175.79), np.float64(697.83), np.float64(284.07)]"
3169,"[np.float64(813.11), np.float64(171.92), np.float64(1060.81), np.float64(315.73)]"
3169,"[np.float64(692.95), np.float64(170.91), np.float64(792.7), np.float64(215.2)]"
3169,"[np.float64(0.0), np.float64(181.08), np.float64(186.82), np.float64(275.31)]"
3169,"[np.float64(199.54), np.float64(188.33), np.float64(318.66), np.float64(240.03)]"
3169,"[np.float64(389.36), np.float64(180.07), np.float64(447.73), np.float64(209.8)]"
3169,"[np.float64(426.25), np.float64(173.03), np.float64(468.51), np.float64(204.33)]"
3169,"[np.float64(290.71), np.float64(177.59), np.float64(354.3), np.float64(208.2)]"
5010,"[np.float64(217.44), np.float64(197.6), np.float64(420.67), np.float64(333.01)]"
5010,"[np.float64(357.79), np.float64(194.68), np.float64(485.02), np.float64(277.41)]"
5010,"[np.float64(741.79), np.float64(185.37), np.float64(982.28), np.float64(329.27)]"
5010,"[np.float64(708.5), np.float64(182.8), np.float64(817.6), np.float64(263.05)]"
5010,"[np.float64(639.95), np.float64(181.66), np.float64(685.01), np.float64(213.24)]"
1201,"[np.float64(67.31), np.float64(185.31), np.float64(179.24), np.float64(223.52)]"
1201,"[np.float64(180.29), np.float64(180.89), np.float64(257.37), np.float64(211.35)]"
1201,"[np.float64(247.13), np.float64(180.1), np.float64(299.93), np.float64(206.28)]"
5598,"[np.float64(586.82), np.float64(181.87), np.float64(640.13), np.float64(225.42)]"
5598,"[np.float64(164.54), np.float64(184.97), np.float64(378.95), np.float64(306.39)]"
5598,"[np.float64(368.87), np.float64(185.51), np.float64(510.37), np.float64(240.75)]"
4014,"[np.float64(62.67), np.float64(184.2), np.float64(216.01), np.float64(264.34)]"
4014,"[np.float64(380.14), np.float64(176.77), np.float64(439.68), np.float64(217.82)]"
5701,"[np.float64(492.74), np.float64(178.54), np.float64(540.61), np.float64(218.41)]"
5600,"[np.float64(130.72), np.float64(182.66), np.float64(430.59), np.float64(359.6)]"
5600,"[np.float64(662.02), np.float64(166.67), np.float64(700.92), np.float64(201.74)]"
2394,"[np.float64(254.16), np.float64(179.3), np.float64(315.09), np.float64(208.27)]"
5206,"[np.float64(437.44), np.float64(180.78), np.float64(527.42), np.float64(245.06)]"
5206,"[np.float64(665.13), np.float64(179.8), np.float64(715.15), np.float64(223.48)]"
5206,"[np.float64(528.01), np.float64(181.8), np.float64(574.96), np.float64(213.66)]"
2991,"[np.float64(582.07), np.float64(177.0), np.float64(609.15), np.float64(203.78)]"
2991,"[np.float64(479.27), np.float64(178.43), np.float64(544.23), np.float64(234.55)]"
2991,"[np.float64(208.93), np.float64(190.78), np.float64(327.41), np.float64(249.05)]"
2991,"[np.float64(354.05), np.float64(184.61), np.float64(403.29), np.float64(214.97)]"
6593,"[np.float64(309.42), np.float64(189.03), np.float64(390.93), np.float64(235.33)]"
6593,"[np.float64(401.99), np.float64(184.06), np.float64(443.99), np.float64(214.34)]"
5069,"[np.float64(608.15), np.float64(174.67), np.float64(691.38), np.float64(226.89)]"
5069,"[np.float64(250.46), np.float64(184.52), np.float64(369.78), np.float64(237.33)]"
5069,"[np.float64(430.93), np.float64(181.48), np.float64(489.18), np.float64(212.94)]"
6844,"[np.float64(827.18), np.float64(181.36), np.float64(1217.26), np.float64(374.0)]"
6844,"[np.float64(50.09), np.float64(201.5), np.float64(307.01), np.float64(337.85)]"
6844,"[np.float64(449.23), np.float64(188.53), np.float64(497.02), np.float64(222.48)]"
6844,"[np.float64(647.82), np.float64(175.99), np.float64(688.57), np.float64(207.77)]"
5158,"[np.float64(127.22), np.float64(194.12), np.float64(223.96), np.float64(227.72)]"
2809,"[np.float64(595.39), np.float64(173.52), np.float64(627.41), np.float64(204.35)]"
2809,"[np.float64(339.95), np.float64(185.95), np.float64(392.21), np.float64(214.95)]"
4571,"[np.float64(165.76), np.float64(192.28), np.float64(443.14), np.float64(362.91)]"
4571,"[np.float64(487.68), np.float64(173.43), np.float64(577.21), np.float64(255.04)]"
4571,"[np.float64(599.68), np.float64(174.45), np.float64(642.41), np.float64(217.31)]"
4571,"[np.float64(368.76), np.float64(181.41), np.float64(453.66), np.float64(228.66)]"
3114,"[np.float64(404.53), np.float64(172.48), np.float64(512.41), np.float64(244.98)]"
3114,"[np.float64(1071.54), np.float64(144.87), np.float64(1195.93), np.float64(180.76)]"
3114,"[np.float64(973.36), np.float64(158.19), np.float64(1082.68), np.float64(188.13)]"
870,"[np.float64(601.64), np.float64(181.69), np.float64(678.8), np.float64(244.68)]"
870,"[np.float64(337.87), np.float64(181.1), np.float64(401.28), np.float64(216.61)]"
870,"[np.float64(475.68), np.float64(178.03), np.float64(550.03), np.float64(211.62)]"
2186,"[np.float64(534.66), np.float64(181.57), np.float64(572.38), np.float64(211.48)]"
232,"[np.float64(207.17), np.float64(187.48), np.float64(340.16), np.float64(252.73)]"
2383,"[np.float64(745.22), np.float64(185.88), np.float64(1030.9), np.float64(361.88)]"
2383,"[np.float64(694.54), np.float64(174.98), np.float64(839.7), np.float64(272.43)]"
7226,"[np.float64(584.29), np.float64(178.29), np.float64(621.8), np.float64(215.65)]"
4957,"[np.float64(436.29), np.float64(177.25), np.float64(519.2), np.float64(237.65)]"
4957,"[np.float64(531.32), np.float64(178.77), np.float64(562.75), np.float64(206.34)]"
4957,"[np.float64(589.83), np.float64(174.21), np.float64(633.4), np.float64(217.61)]"
1806,"[np.float64(551.65), np.float64(185.08), np.float64(600.46), np.float64(223.56)]"
1806,"[np.float64(217.24), np.float64(192.61), np.float64(396.0), np.float64(265.46)]"
1806,"[np.float64(310.03), np.float64(184.66), np.float64(438.86), np.float64(249.57)]"
1806,"[np.float64(394.01), np.float64(186.4), np.float64(496.36), np.float64(228.88)]"
1806,"[np.float64(720.71), np.float64(188.87), np.float64(935.79), np.float64(338.36)]"
1806,"[np.float64(142.16), np.float64(190.12), np.float64(249.77), np.float64(235.07)]"
4226,"[np.float64(684.93), np.float64(176.44), np.float64(805.53), np.float64(264.08)]"
4226,"[np.float64(323.67), np.float64(175.26), np.float64(465.88), np.float64(240.12)]"
1336,"[np.float64(493.12), np.float64(181.7), np.float64(540.13), np.float64(208.57)]"
1336,"[np.float64(639.33), np.float64(175.96), np.float64(672.07), np.float64(202.85)]"
3093,"[np.float64(500.27), np.float64(173.69), np.float64(640.55), np.float64(259.92)]"
3093,"[np.float64(808.9), np.float64(179.57), np.float64(992.37), np.float64(321.78)]"
3093,"[np.float64(777.35), np.float64(166.17), np.float64(820.29), np.float64(201.49)]"
3093,"[np.float64(652.6), np.float64(166.76), np.float64(694.44), np.float64(196.67)]"
6050,"[np.float64(274.48), np.float64(171.48), np.float64(486.58), np.float64(316.38)]"
6050,"[np.float64(712.86), np.float64(185.68), np.float64(808.69), np.float64(246.67)]"
6050,"[np.float64(460.78), np.float64(179.44), np.float64(548.05), np.float64(248.66)]"
6050,"[np.float64(688.4), np.float64(174.43), np.float64(763.85), np.float64(229.63)]"
3643,"[np.float64(560.05), np.float64(172.34), np.float64(693.83), np.float64(301.23)]"
2612,"[np.float64(356.88), np.float64(172.66), np.float64(503.34), np.float64(285.23)]"
2612,"[np.float64(466.63), np.float64(183.81), np.float64(546.19), np.float64(237.95)]"
2612,"[np.float64(633.23), np.float64(178.83), np.float64(668.19), np.float64(209.0)]"
3779,"[np.float64(154.21), np.float64(182.37), np.float64(394.78), np.float64(258.02)]"
3779,"[np.float64(641.83), np.float64(178.95), np.float64(715.67), np.float64(232.36)]"
3779,"[np.float64(622.3), np.float64(172.64), np.float64(657.94), np.float64(202.67)]"
5764,"[np.float64(0.0), np.float64(193.01), np.float64(345.62), np.float64(374.0)]"
5764,"[np.float64(987.93), np.float64(121.08), np.float64(1241.0), np.float64(215.1)]"
5764,"[np.float64(407.32), np.float64(184.24), np.float64(500.52), np.float64(242.99)]"
5764,"[np.float64(292.63), np.float64(184.63), np.float64(457.77), np.float64(282.35)]"
5764,"[np.float64(714.17), np.float64(169.65), np.float64(786.01), np.float64(216.63)]"
5764,"[np.float64(465.39), np.float64(179.73), np.float64(529.5), np.float64(226.06)]"
5764,"[np.float64(507.46), np.float64(181.94), np.float64(550.05), np.float64(215.87)]"
5764,"[np.float64(635.18), np.float64(175.75), np.float64(676.81), np.float64(208.54)]"
5764,"[np.float64(707.16), np.float64(171.74), np.float64(818.2), np.float64(210.19)]"
5764,"[np.float64(674.36), np.float64(174.03), np.float64(724.09), np.float64(200.81)]"
5570,"[np.float64(718.72), np.float64(180.5), np.float64(926.74), np.float64(319.71)]"
5570,"[np.float64(416.02), np.float64(181.6), np.float64(518.18), np.float64(257.37)]"
2836,"[np.float64(899.37), np.float64(176.51), np.float64(974.98), np.float64(204.6)]"
3275,"[np.float64(597.41), np.float64(178.48), np.float64(628.96), np.float64(208.86)]"
3275,"[np.float64(222.18), np.float64(192.54), np.float64(309.14), np.float64(235.61)]"
5417,"[np.float64(75.52), np.float64(194.99), np.float64(269.62), np.float64(283.43)]"
5417,"[np.float64(231.32), np.float64(189.73), np.float64(350.61), np.float64(250.09)]"
5417,"[np.float64(427.22), np.float64(180.15), np.float64(476.88), np.float64(211.0)]"
7230,"[np.float64(525.56), np.float64(178.51), np.float64(583.46), np.float64(222.04)]"
1102,"[np.float64(389.54), np.float64(194.97), np.float64(460.94), np.float64(242.77)]"
1102,"[np.float64(658.72), np.float64(177.8), np.float64(714.33), np.float64(219.95)]"
1102,"[np.float64(472.92), np.float64(183.36), np.float64(516.43), np.float64(218.53)]"
1102,"[np.float64(78.13), np.float64(206.7), np.float64(185.57), np.float64(247.9)]"
2869,"[np.float64(566.47), np.float64(189.45), np.float64(600.29), np.float64(221.37)]"
2869,"[np.float64(852.27), np.float64(178.87), np.float64(1241.0), np.float64(314.36)]"
2869,"[np.float64(742.06), np.float64(182.23), np.float64(959.3), np.float64(253.72)]"
1545,"[np.float64(431.92), np.float64(180.15), np.float64(494.24), np.float64(234.57)]"
1545,"[np.float64(600.08), np.float64(179.96), np.float64(634.19), np.float64(208.92)]"
1545,"[np.float64(666.12), np.float64(180.07), np.float64(790.01), np.float64(269.8)]"
7437,"[np.float64(735.98), np.float64(172.04), np.float64(858.29), np.float64(248.74)]"
7437,"[np.float64(566.54), np.float64(181.61), np.float64(615.96), np.float64(216.17)]"
4690,"[np.float64(564.7), np.float64(173.76), np.float64(616.66), np.float64(224.05)]"
4616,"[np.float64(586.21), np.float64(182.77), np.float64(641.87), np.float64(228.43)]"
4616,"[np.float64(302.7), np.float64(183.04), np.float64(460.53), np.float64(259.68)]"
857,"[np.float64(390.09), np.float64(185.82), np.float64(441.06), np.float64(229.02)]"
857,"[np.float64(80.89), np.float64(206.03), np.float64(243.76), np.float64(294.16)]"
857,"[np.float64(0.0), np.float64(213.11), np.float64(139.1), np.float64(290.02)]"
5309,"[np.float64(591.63), np.float64(172.71), np.float64(623.07), np.float64(203.78)]"
1579,"[np.float64(795.42), np.float64(161.97), np.float64(892.48), np.float64(244.72)]"
2535,"[np.float64(967.87), np.float64(193.41), np.float64(1055.78), np.float64(224.9)]"
2535,"[np.float64(562.21), np.float64(179.83), np.float64(615.34), np.float64(232.77)]"
2535,"[np.float64(183.81), np.float64(183.61), np.float64(250.63), np.float64(212.3)]"
2535,"[np.float64(1053.93), np.float64(194.99), np.float64(1126.42), np.float64(224.11)]"
1253,"[np.float64(539.83), np.float64(169.37), np.float64(571.59), np.float64(198.25)]"
1253,"[np.float64(221.21), np.float64(172.36), np.float64(383.96), np.float64(232.91)]"
1253,"[np.float64(328.73), np.float64(170.02), np.float64(397.34), np.float64(203.54)]"
5537,"[np.float64(865.29), np.float64(157.89), np.float64(1151.81), np.float64(293.58)]"
5537,"[np.float64(259.19), np.float64(186.78), np.float64(457.19), np.float64(310.83)]"
5537,"[np.float64(423.21), np.float64(189.16), np.float64(518.71), np.float64(258.03)]"
5537,"[np.float64(469.57), np.float64(182.65), np.float64(542.93), np.float64(235.03)]"
5537,"[np.float64(673.16), np.float64(176.31), np.float64(738.11), np.float64(233.88)]"
5537,"[np.float64(509.55), np.float64(175.82), np.float64(555.05), np.float64(216.22)]"
5537,"[np.float64(690.84), np.float64(177.34), np.float64(761.83), np.float64(222.14)]"
5537,"[np.float64(729.99), np.float64(171.72), np.float64(803.54), np.float64(212.88)]"
810,"[np.float64(668.22), np.float64(193.07), np.float64(764.47), np.float64(262.68)]"
6438,"[np.float64(695.91), np.float64(171.93), np.float64(739.76), np.float64(202.51)]"
6438,"[np.float64(254.3), np.float64(184.82), np.float64(525.97), np.float64(331.66)]"
1395,"[np.float64(533.02), np.float64(176.84), np.float64(575.28), np.float64(206.02)]"
800,"[np.float64(732.21), np.float64(177.08), np.float64(787.95), np.float64(223.75)]"
800,"[np.float64(132.92), np.float64(203.94), np.float64(201.27), np.float64(240.72)]"
800,"[np.float64(198.05), np.float64(196.39), np.float64(244.81), np.float64(230.67)]"
970,"[np.float64(363.34), np.float64(189.89), np.float64(491.99), np.float64(266.63)]"
970,"[np.float64(186.15), np.float64(196.36), np.float64(351.5), np.float64(280.93)]"
970,"[np.float64(634.03), np.float64(176.3), np.float64(672.59), np.float64(209.01)]"
970,"[np.float64(736.42), np.float64(164.13), np.float64(861.14), np.float64(202.39)]"
1010,"[np.float64(146.74), np.float64(173.31), np.float64(391.84), np.float64(328.92)]"
1010,"[np.float64(719.99), np.float64(171.87), np.float64(875.04), np.float64(278.6)]"
1010,"[np.float64(340.82), np.float64(174.14), np.float64(467.57), np.float64(265.47)]"
1010,"[np.float64(684.96), np.float64(172.01), np.float64(786.25), np.float64(237.34)]"
1278,"[np.float64(567.36), np.float64(173.1), np.float64(620.78), np.float64(224.79)]"
1278,"[np.float64(452.05), np.float64(179.96), np.float64(499.92), np.float64(217.28)]"
1278,"[np.float64(990.03), np.float64(159.51), np.float64(1081.2), np.float64(192.58)]"
1657,"[np.float64(636.53), np.float64(180.1), np.float64(669.86), np.float64(206.89)]"
5680,"[np.float64(582.41), np.float64(177.59), np.float64(622.53), np.float64(214.17)]"
5680,"[np.float64(231.72), np.float64(187.2), np.float64(448.55), np.float64(318.38)]"
5680,"[np.float64(364.07), np.float64(184.14), np.float64(439.11), np.float64(226.42)]"
5680,"[np.float64(464.3), np.float64(184.26), np.float64(537.85), np.float64(233.64)]"
3257,"[np.float64(803.68), np.float64(187.19), np.float64(1126.09), np.float64(374.0)]"
3257,"[np.float64(764.1), np.float64(179.0), np.float64(825.31), np.float64(229.29)]"
4667,"[np.float64(738.94), np.float64(177.12), np.float64(864.74), np.float64(258.35)]"
2935,"[np.float64(383.16), np.float64(154.89), np.float64(535.87), np.float64(289.2)]"
2935,"[np.float64(734.39), np.float64(187.24), np.float64(859.75), np.float64(261.79)]"
2935,"[np.float64(810.76), np.float64(188.55), np.float64(1054.25), np.float64(330.55)]"
2935,"[np.float64(553.4), np.float64(173.24), np.float64(590.87), np.float64(207.85)]"
311,"[np.float64(230.68), np.float64(177.46), np.float64(487.51), np.float64(349.05)]"
311,"[np.float64(393.96), np.float64(184.55), np.float64(542.19), np.float64(278.98)]"
311,"[np.float64(662.44), np.float64(180.11), np.float64(719.57), np.float64(223.61)]"
311,"[np.float64(553.74), np.float64(176.47), np.float64(586.85), np.float64(206.69)]"
285,"[np.float64(595.62), np.float64(181.33), np.float64(661.35), np.float64(243.71)]"
285,"[np.float64(837.5), np.float64(168.67), np.float64(1076.72), np.float64(313.08)]"
285,"[np.float64(715.76), np.float64(178.58), np.float64(827.33), np.float64(237.3)]"
285,"[np.float64(677.52), np.float64(180.56), np.float64(771.35), np.float64(220.77)]"
285,"[np.float64(353.01), np.float64(183.81), np.float64(448.54), np.float64(243.22)]"
285,"[np.float64(484.19), np.float64(180.78), np.float64(533.53), np.float64(213.19)]"
285,"[np.float64(164.4), np.float64(191.99), np.float64(311.09), np.float64(253.28)]"
285,"[np.float64(280.37), np.float64(180.38), np.float64(367.24), np.float64(233.95)]"
285,"[np.float64(0.0), np.float64(188.86), np.float64(116.94), np.float64(251.89)]"
5533,"[np.float64(392.05), np.float64(184.57), np.float64(473.51), np.float64(216.53)]"
5299,"[np.float64(597.07), np.float64(174.88), np.float64(625.06), np.float64(201.83)]"
6197,"[np.float64(0.0), np.float64(196.99), np.float64(303.74), np.float64(296.18)]"
4574,"[np.float64(597.43), np.float64(175.07), np.float64(625.53), np.float64(202.13)]"
714,"[np.float64(493.65), np.float64(190.36), np.float64(662.41), np.float64(278.85)]"
714,"[np.float64(364.44), np.float64(168.81), np.float64(545.33), np.float64(272.45)]"
714,"[np.float64(758.42), np.float64(171.96), np.float64(835.76), np.float64(230.05)]"
714,"[np.float64(182.85), np.float64(193.28), np.float64(374.91), np.float64(264.92)]"
714,"[np.float64(99.8), np.float64(201.34), np.float64(248.33), np.float64(258.41)]"
6106,"[np.float64(422.52), np.float64(185.24), np.float64(507.23), np.float64(239.87)]"
6106,"[np.float64(780.73), np.float64(178.78), np.float64(963.5), np.float64(295.63)]"
6106,"[np.float64(739.51), np.float64(181.79), np.float64(843.64), np.float64(253.85)]"
6649,"[np.float64(175.66), np.float64(186.66), np.float64(364.0), np.float64(292.69)]"
6649,"[np.float64(793.72), np.float64(183.45), np.float64(1168.44), np.float64(374.0)]"
6649,"[np.float64(303.4), np.float64(182.46), np.float64(432.22), np.float64(257.46)]"
4214,"[np.float64(572.38), np.float64(175.87), np.float64(621.14), np.float64(220.32)]"
4214,"[np.float64(221.04), np.float64(185.03), np.float64(340.44), np.float64(248.2)]"
4214,"[np.float64(374.03), np.float64(170.4), np.float64(480.56), np.float64(244.9)]"
4214,"[np.float64(369.21), np.float64(181.19), np.float64(435.8), np.float64(218.89)]"
4214,"[np.float64(465.97), np.float64(180.85), np.float64(516.89), np.float64(215.83)]"
6087,"[np.float64(560.82), np.float64(153.04), np.float64(610.62), np.float64(205.94)]"
4200,"[np.float64(271.39), np.float64(189.89), np.float64(399.26), np.float64(260.43)]"
289,"[np.float64(496.42), np.float64(173.98), np.float64(543.34), np.float64(208.53)]"
1867,"[np.float64(694.62), np.float64(183.25), np.float64(824.53), np.float64(270.59)]"
1867,"[np.float64(381.45), np.float64(182.87), np.float64(501.05), np.float64(263.9)]"
1638,"[np.float64(442.34), np.float64(189.64), np.float64(606.97), np.float64(274.32)]"
1638,"[np.float64(314.9), np.float64(167.55), np.float64(494.81), np.float64(268.86)]"
1638,"[np.float64(703.25), np.float64(172.48), np.float64(776.93), np.float64(228.05)]"
1638,"[np.float64(902.33), np.float64(163.94), np.float64(958.7), np.float64(209.44)]"
1638,"[np.float64(127.77), np.float64(193.36), np.float64(324.18), np.float64(264.87)]"
1638,"[np.float64(34.01), np.float64(198.83), np.float64(188.62), np.float64(256.24)]"
3713,"[np.float64(0.0), np.float64(164.1), np.float64(80.42), np.float64(206.79)]"
3713,"[np.float64(581.68), np.float64(170.57), np.float64(636.83), np.float64(225.54)]"
2719,"[np.float64(145.54), np.float64(190.51), np.float64(439.18), np.float64(369.06)]"
2719,"[np.float64(481.03), np.float64(171.42), np.float64(575.21), np.float64(257.15)]"
2719,"[np.float64(599.59), np.float64(170.97), np.float64(643.75), np.float64(215.25)]"
