label,truncated,occluded,alpha,left-top-x,left-top-y,right-bottom-x,right-bottom-y,height,width,length,x,y,z,rotation_y,image
Car,0.0,0,-1.79,707.19,184.49,817.31,260.67,1.38,1.49,3.32,3.01,1.64,15.05,-1.6,7236
Car,0.92,0,-2.31,951.62,192.6,1241.0,374.0,1.5,1.62,3.89,3.64,1.65,4.0,-1.6,7236
Car,0.0,2,-1.83,719.71,175.75,763.72,204.48,1.43,1.48,3.25,6.87,1.6,38.02,-1.65,7236
Car,0.0,1,-1.93,784.69,177.5,873.43,224.0,1.44,1.56,3.96,7.32,1.62,24.61,-1.64,7236
Car,0.0,0,1.66,526.84,181.19,568.09,212.61,1.46,1.66,4.16,-3.09,1.88,36.0,1.58,5502
Car,0.0,0,1.72,485.17,181.01,530.31,218.19,1.47,1.43,3.11,-4.3,1.82,30.41,1.58,2816
Car,0.0,0,2.16,122.71,176.03,208.7,214.84,1.71,1.44,4.06,-20.95,1.88,34.16,1.61,2816
Car,0.0,1,2.05,202.6,177.95,268.0,206.61,1.53,1.67,3.88,-21.18,1.84,40.9,1.58,2816
Car,0.16,0,2.4,1130.54,197.1,1241.0,242.64,1.68,1.39,4.26,23.34,2.69,28.8,3.08,2816
Car,0.0,1,2.01,262.02,180.37,314.71,205.72,1.53,1.47,4.05,-20.49,2.02,46.06,1.6,2816
Car,0.0,0,1.66,538.05,178.65,564.5,198.97,1.41,1.48,4.93,-4.28,1.84,52.9,1.58,2816
Car,0.0,0,-1.55,573.73,175.68,623.86,225.63,1.62,1.63,4.5,-0.4,1.75,25.92,-1.57,2816
Car,0.0,3,2.27,3.12,178.09,122.78,219.31,1.46,1.31,4.15,-20.99,1.68,27.85,1.63,2816
Car,0.88,0,2.3,0.0,211.09,147.82,374.0,1.45,1.52,3.62,-5.68,1.84,5.83,1.55,796
Car,0.0,0,1.82,291.63,194.54,475.35,321.16,1.46,1.62,4.04,-3.21,1.84,10.91,1.54,796
Car,0.0,1,2.04,50.57,198.67,316.02,336.76,1.46,1.58,3.72,-5.67,1.87,10.07,1.54,796
Car,0.0,2,1.68,486.21,185.61,545.87,236.44,1.57,1.6,3.99,-3.19,2.03,24.87,1.55,796
Car,0.0,1,1.64,531.72,184.18,565.67,214.6,1.52,1.54,3.68,-3.28,2.15,38.76,1.56,796
Car,0.0,1,-0.13,645.36,182.19,750.15,223.42,1.62,1.65,4.14,3.57,2.04,30.13,-0.02,796
Car,0.0,2,-0.1,639.66,182.05,732.67,214.75,1.55,1.66,4.47,3.74,2.04,36.19,0.0,796
Car,0.0,1,0.0,620.9,180.76,690.44,209.78,1.69,1.76,4.12,2.75,2.19,43.86,0.06,796
Car,0.0,0,1.63,400.66,185.75,475.37,250.03,1.41,1.59,4.47,-4.38,1.77,18.69,1.4,1338
Car,0.0,0,-1.48,550.66,177.06,581.61,202.56,1.58,1.65,3.91,-2.84,1.87,47.08,-1.54,5279
Car,0.98,0,-0.84,952.79,115.71,1241.0,374.0,1.69,1.76,4.12,3.49,1.55,2.2,0.11,982
Car,0.37,3,2.15,0.0,197.75,248.51,374.0,1.48,1.44,3.47,-5.53,1.8,7.82,1.55,982
Car,0.0,0,-1.74,678.45,178.28,756.7,241.67,1.57,1.54,3.22,2.81,1.73,19.66,-1.6,982
Car,0.0,2,-1.71,655.96,171.15,718.91,226.57,1.74,1.6,3.86,2.54,1.71,24.76,-1.61,982
Car,0.0,0,1.65,542.91,171.57,564.78,194.15,1.86,1.57,3.83,-4.8,1.78,61.88,1.57,982
Car,0.0,0,1.63,551.18,178.6,576.02,197.25,1.45,1.77,4.04,-3.77,1.94,58.91,1.57,960
Car,0.0,0,-1.58,585.62,176.58,602.27,189.77,1.26,1.6,3.56,-1.62,1.65,71.48,-1.6,4003
Car,0.0,0,1.7,484.41,177.69,516.59,200.76,1.56,1.73,4.21,-7.81,1.93,51.62,1.55,4003
Car,0.88,0,-1.02,0.0,194.9,395.85,373.0,1.47,1.59,4.03,-2.55,1.6,3.94,-1.57,2756
Car,0.0,0,-1.37,395.45,183.48,516.41,271.52,1.41,1.54,3.36,-2.61,1.46,13.44,-1.57,2756
Car,0.0,0,-1.58,589.08,175.7,648.39,229.78,1.52,1.67,4.38,0.5,1.36,22.66,-1.56,2756
Car,0.0,0,-1.49,526.15,174.73,577.79,220.4,1.56,1.59,3.65,-1.78,1.33,26.65,-1.56,2756
Car,0.93,3,2.39,0.0,181.6,130.87,373.0,1.66,1.72,4.37,-5.95,1.68,5.49,1.58,2756
Car,0.0,1,1.95,221.27,186.13,386.29,268.83,1.44,1.61,4.5,-6.09,1.57,15.25,1.57,2756
Car,0.0,0,-1.59,551.83,170.4,714.23,326.88,1.66,1.73,3.05,0.2,1.66,9.27,-1.57,6574
Car,0.0,0,1.73,462.67,174.88,489.35,191.82,1.47,1.72,4.39,-12.18,1.68,65.72,1.54,6574
Car,0.89,0,2.24,1037.44,98.98,1241.0,374.0,1.85,1.68,4.34,4.98,1.5,3.98,3.1,5847
Car,0.9,0,-2.34,0.0,213.55,96.44,374.0,1.43,1.56,3.85,-6.84,1.83,6.03,3.12,5847
Car,0.0,0,-2.72,92.2,197.76,334.3,286.74,1.42,1.62,3.5,-7.11,1.92,13.13,3.07,5847
Car,0.0,0,-2.9,343.97,185.45,459.71,228.66,1.41,1.54,3.6,-7.23,1.87,25.14,3.1,5847
Car,0.32,0,2.16,0.0,184.67,261.77,370.54,1.74,1.65,4.11,-6.17,1.9,8.91,1.57,6948
Car,0.0,0,1.72,490.79,181.28,545.61,216.2,1.41,1.76,4.4,-3.99,1.79,31.76,1.59,6948
Car,0.0,1,1.97,215.83,184.95,375.94,274.09,1.61,1.64,4.0,-6.51,1.89,15.36,1.58,6948
Car,0.0,2,1.81,384.32,186.37,456.81,230.16,1.43,1.7,3.74,-6.84,1.95,26.27,1.56,6948
Car,0.0,1,-1.61,629.28,173.77,657.31,198.31,1.55,1.66,4.15,2.15,1.64,48.04,-1.57,6948
Car,0.0,1,2.95,703.57,164.65,791.58,192.02,1.47,1.7,4.65,7.74,1.05,40.97,3.13,6948
Car,0.0,2,2.98,699.12,159.11,775.54,191.8,1.91,1.81,4.33,7.7,1.12,44.04,-3.13,6948
Car,0.0,0,-1.45,979.17,174.72,1073.42,251.87,1.66,1.56,3.42,10.02,1.71,17.33,-0.93,6563
Car,0.0,0,1.74,889.87,177.52,939.42,208.01,1.45,1.64,4.21,15.54,1.7,36.76,2.14,6563
Car,0.0,0,-1.84,723.73,159.27,949.58,324.25,1.76,1.71,4.35,2.74,1.64,9.94,-1.58,5145
Car,0.64,3,0.69,0.0,187.34,237.17,366.93,1.52,1.71,4.49,-6.39,1.69,7.04,-0.03,5145
Car,0.18,3,-2.51,0.0,187.79,304.62,314.5,1.49,1.61,3.87,-6.35,1.72,9.5,-3.08,5145
Car,0.0,2,-2.63,84.88,179.68,344.88,277.93,1.5,1.58,3.47,-6.5,1.63,12.02,-3.11,5145
Car,0.0,2,0.39,211.26,159.39,439.84,251.22,1.95,1.64,4.57,-6.41,1.69,16.45,0.03,5145
Car,0.0,2,-2.72,185.93,174.55,390.15,265.63,1.66,1.58,3.31,-6.28,1.72,14.21,-3.13,5145
Car,0.0,2,-1.8,693.43,180.77,809.04,257.72,1.44,1.66,3.25,2.83,1.61,15.3,-1.62,5145
Car,0.0,2,-2.8,272.74,163.16,431.31,239.99,1.87,1.61,3.53,-6.65,1.66,18.72,3.14,5145
Car,0.0,2,-2.83,328.13,171.75,476.0,227.64,1.72,1.65,4.33,-6.75,1.72,23.54,-3.1,5145
Car,0.0,2,0.28,406.05,174.49,509.54,212.51,1.57,1.54,4.1,-6.58,1.67,31.22,0.07,5145
Car,0.0,2,-2.96,437.72,165.9,521.29,205.38,1.89,1.59,3.87,-6.51,1.58,36.07,-3.14,5145
Car,0.0,1,-1.67,647.67,176.15,691.33,210.38,1.45,1.59,3.59,2.62,1.62,32.79,-1.59,5145
Car,0.0,2,-1.7,673.71,176.33,750.59,235.69,1.54,1.67,3.72,2.8,1.66,20.78,-1.57,5145
Car,0.0,2,2.07,34.37,193.33,238.45,282.89,1.56,1.73,4.37,-9.96,2.05,15.59,1.51,1528
Car,0.0,1,1.89,302.48,188.82,369.87,233.63,1.6,1.67,2.65,-10.56,2.24,27.89,1.53,1528
Car,0.0,0,-1.59,568.58,180.63,586.17,194.39,1.26,1.6,3.56,-3.14,2.01,68.63,-1.63,1528
Car,0.0,0,-1.62,740.74,168.37,814.53,234.01,1.56,1.65,3.69,4.3,1.48,19.08,-1.41,5177
Car,0.75,0,2.41,0.0,170.19,285.71,374.0,1.76,1.58,3.68,-4.47,1.76,5.65,1.76,5177
Car,0.77,3,2.47,0.0,190.63,149.47,325.63,1.56,1.62,4.19,-8.05,1.82,8.8,1.74,5177
Car,0.0,0,2.09,381.53,181.99,510.77,237.12,1.42,1.67,4.53,-4.71,1.71,21.32,1.87,5177
Car,0.0,0,-0.53,931.58,158.46,1021.01,190.01,1.54,1.63,3.74,18.64,0.84,36.84,-0.07,5177
Car,0.0,0,1.68,477.41,183.05,545.6,237.05,1.38,1.53,3.58,-2.77,1.68,20.59,1.55,5698
Car,0.0,0,-1.68,663.85,178.12,722.78,223.31,1.49,1.65,4.06,2.9,1.7,26.12,-1.57,5698
Car,0.0,1,-1.51,544.18,179.38,577.65,208.52,1.48,1.54,4.05,-2.65,1.85,39.16,-1.57,5698
Car,0.0,0,-1.58,584.52,176.12,611.57,202.86,1.65,1.67,3.64,-0.81,1.88,46.8,-1.59,4124
Car,0.0,0,-1.5,533.53,177.21,566.09,207.4,1.61,1.51,4.5,-3.41,1.88,41.22,-1.58,4124
Car,0.0,1,1.7,452.12,182.99,481.81,203.78,1.49,1.67,4.3,-10.87,2.28,54.94,1.5,4124
Car,0.0,0,2.2,13.05,198.84,175.58,258.02,1.46,1.86,4.01,-14.99,2.28,21.22,1.59,2337
Car,0.01,0,1.92,166.37,202.17,418.05,374.0,1.5,1.53,3.38,-3.48,1.91,8.46,1.54,709
Car,0.0,1,1.82,366.53,190.36,485.55,275.75,1.52,1.54,3.56,-3.76,1.92,15.13,1.58,709
Car,0.0,1,1.87,466.25,181.57,550.25,237.4,1.56,1.56,3.6,-3.08,1.84,22.21,1.73,709
Car,0.0,0,-1.53,610.44,174.23,664.66,226.48,1.61,1.66,3.2,0.94,1.68,24.01,-1.49,6702
Car,0.0,0,1.75,512.15,179.01,563.83,214.17,1.44,1.61,3.66,-3.13,1.72,31.61,1.65,6702
Car,0.0,1,1.85,467.88,180.5,518.11,211.01,1.41,1.53,3.37,-5.7,1.79,35.31,1.69,6702
Car,0.0,0,1.68,541.78,167.16,572.66,191.29,1.57,1.67,4.14,-2.97,0.63,49.31,1.61,7420
Car,0.0,0,-1.83,715.16,171.51,869.43,285.9,1.57,1.54,3.22,2.73,1.57,11.62,-1.61,2822
Car,0.0,1,-1.72,674.35,162.67,771.38,247.91,1.74,1.6,3.86,2.45,1.56,16.76,-1.58,2822
Car,0.0,2,-1.68,658.57,162.81,730.68,229.21,1.83,1.69,4.44,2.46,1.58,22.25,-1.57,2822
Car,0.0,2,-1.64,652.87,169.78,702.75,215.38,1.61,1.62,3.78,2.5,1.53,27.65,-1.55,2822
Car,0.0,0,1.66,530.15,167.38,555.92,193.48,1.86,1.57,3.83,-4.98,1.49,53.79,1.57,2822
Car,0.0,1,1.74,457.69,176.01,506.61,213.16,1.5,1.46,3.7,-5.5,1.65,31.21,1.57,2822
Car,0.33,1,2.15,0.0,199.0,305.18,374.0,1.54,1.7,4.32,-5.42,1.91,8.43,1.6,2822
Car,0.0,1,1.95,236.4,187.06,402.65,285.85,1.54,1.54,3.72,-5.25,1.83,13.45,1.59,2822
Car,0.0,2,1.8,405.17,174.93,480.71,229.07,1.65,1.61,3.73,-5.52,1.74,24.11,1.58,2822
Car,0.0,0,-1.56,574.56,177.61,619.15,220.05,1.54,1.63,3.67,-0.53,1.75,28.39,-1.58,1976
Car,0.0,2,-1.57,594.26,171.01,629.69,207.97,1.77,1.69,4.32,0.07,1.71,37.04,-1.57,1976
Car,0.0,0,-1.8,711.66,164.62,875.52,292.23,1.74,1.62,4.13,2.78,1.66,12.01,-1.58,1976
Car,0.0,2,-1.73,683.17,175.95,756.14,236.26,1.53,1.46,3.26,2.93,1.63,20.08,-1.59,1976
Car,0.0,0,-1.65,650.07,173.17,686.57,206.44,1.6,1.56,3.45,2.9,1.64,36.73,-1.57,1976
Car,0.0,0,-1.58,599.23,175.46,629.88,204.97,1.66,1.73,3.05,0.23,1.84,42.63,-1.57,3943
Car,0.0,0,2.02,207.2,191.81,303.31,239.87,1.54,1.66,3.72,-12.8,2.27,26.2,1.57,3943
Car,0.0,1,1.99,255.33,192.47,317.92,223.94,1.43,1.56,3.5,-16.23,2.46,36.31,1.57,3943
Car,1.0,0,-2.71,1119.68,134.04,1241.0,374.0,1.74,1.6,3.86,2.78,1.59,0.94,-1.55,5891
Car,0.31,0,-1.96,786.16,126.26,1241.0,374.0,1.83,1.69,4.44,2.83,1.6,6.21,-1.55,5891
Car,0.0,2,-1.75,737.98,173.61,892.82,294.53,1.61,1.62,3.78,3.04,1.65,11.56,-1.5,5891
Car,0.0,0,1.69,511.85,174.3,550.39,211.64,1.86,1.57,3.83,-4.15,1.96,38.17,1.58,5891
Car,0.0,0,1.89,311.19,188.58,437.86,270.5,1.5,1.46,3.7,-4.95,1.86,15.53,1.59,5891
Car,0.13,0,2.13,0.0,186.56,312.96,374.0,1.65,1.61,3.73,-5.1,1.84,8.34,1.59,5891
Car,0.0,0,-1.61,575.3,178.95,751.4,345.12,1.56,1.65,3.69,0.48,1.64,8.67,-1.56,2527
Car,0.97,0,-1.59,1171.12,179.03,1241.0,374.0,1.49,1.63,4.16,4.35,1.52,3.88,-0.78,2527
Car,0.0,1,-1.0,720.21,170.72,842.95,227.91,1.54,1.72,3.88,5.13,1.5,21.45,-0.77,2527
Car,0.0,2,-0.94,689.07,174.28,763.03,210.32,1.52,1.49,3.46,5.21,1.6,32.34,-0.78,2527
Car,0.0,2,-0.88,668.16,175.59,734.77,202.74,1.39,1.61,3.65,4.95,1.55,39.06,-0.76,2527
Car,0.0,1,1.83,451.1,182.11,503.35,215.12,1.45,1.58,3.42,-6.22,1.9,33.96,1.65,2527
Car,0.0,0,2.14,38.05,195.11,229.72,269.83,1.34,1.57,4.01,-10.28,1.88,15.9,1.57,2527
Car,0.0,1,1.76,554.94,176.06,583.19,194.88,1.52,1.65,4.1,-3.44,1.81,61.04,1.7,2527
Car,0.0,0,1.78,599.29,173.88,621.72,189.63,1.6,1.6,3.77,0.07,1.73,75.73,1.78,2527
Car,0.0,0,1.91,352.65,182.59,425.57,218.21,1.45,1.65,4.63,-9.84,1.91,32.39,1.62,2527
Car,0.0,1,1.84,401.31,175.66,451.55,211.76,1.81,1.59,3.93,-9.77,1.98,38.54,1.59,2527
Car,0.0,2,1.9,457.54,178.07,501.18,202.4,1.56,1.62,4.19,-8.8,1.93,48.81,1.72,2527
Car,0.0,0,2.0,514.43,178.33,554.44,195.72,1.42,1.67,4.53,-6.42,1.9,61.69,1.89,2527
Car,0.0,1,2.15,234.17,180.94,311.86,217.6,1.47,1.48,3.21,-14.34,1.82,30.79,1.72,2527
Car,0.0,2,2.35,219.49,180.38,302.03,207.47,1.47,1.78,4.34,-20.23,1.93,41.95,1.9,2527
Car,0.0,0,-1.57,573.79,173.16,610.95,207.03,1.6,1.76,3.84,-0.79,1.02,36.24,-1.59,4517
Car,0.57,0,-0.99,0.0,197.53,303.38,375.0,1.42,1.61,3.56,-4.26,1.58,6.23,-1.57,4517
Car,0.0,2,-1.06,73.45,176.08,266.88,270.34,1.61,1.61,3.68,-8.47,1.45,14.26,-1.58,4517
Car,0.0,0,-1.28,321.08,184.36,451.68,259.98,1.43,1.64,3.99,-4.76,1.43,15.92,-1.57,4517
Car,0.0,2,-1.23,287.72,182.42,386.45,230.92,1.4,1.66,4.07,-8.62,1.32,23.16,-1.58,4517
Car,0.0,1,-1.39,440.97,183.2,506.05,225.29,1.35,1.57,3.72,-4.68,1.29,25.33,-1.57,4517
Car,0.0,2,-1.42,463.42,178.15,511.9,212.5,1.49,1.64,3.95,-5.56,1.18,33.51,-1.58,4517
Car,0.0,1,-1.12,190.29,176.73,295.76,228.4,1.6,1.66,3.82,-12.25,1.33,24.35,-1.59,4517
Car,0.52,0,2.01,0.0,198.61,432.36,374.0,1.43,1.66,4.19,-2.83,1.7,5.82,1.57,1417
Car,0.67,3,-1.91,885.57,167.37,1241.0,374.0,1.58,1.71,3.75,3.16,1.57,5.07,-1.38,1417
Car,0.0,1,1.78,412.5,169.2,515.53,257.3,1.7,1.5,3.34,-3.1,1.65,15.68,1.59,1417
Car,0.0,2,1.29,448.13,174.78,546.59,232.97,1.48,1.71,3.93,-3.35,1.56,20.6,1.13,1417
Car,0.0,1,-0.55,750.01,155.52,818.39,178.17,1.6,1.75,4.63,12.75,0.36,52.91,-0.32,1417
Car,0.0,2,-1.48,867.58,178.72,1026.63,323.18,1.51,1.58,3.31,4.46,1.6,9.41,-1.05,1417
Car,0.0,2,-1.27,905.31,164.54,1054.05,263.68,1.61,1.6,3.11,6.88,1.49,13.38,-0.8,1417
Car,0.0,1,-3.13,762.39,156.07,911.7,211.51,1.79,1.69,4.72,7.71,1.29,24.85,-2.84,1417
Car,0.6,1,-1.1,1174.85,164.11,1241.0,231.58,1.57,1.65,3.35,15.97,1.36,17.9,-0.38,1417
Car,0.0,1,2.21,1036.27,163.16,1155.75,203.49,1.43,1.7,3.95,18.27,1.09,27.19,2.8,1417
Car,0.78,0,-0.76,990.32,182.94,1241.0,374.0,1.55,1.57,3.51,4.71,1.63,4.89,-0.03,5461
Car,0.86,0,-2.35,0.0,181.57,99.72,360.2,1.52,1.57,4.01,-7.28,1.63,6.57,3.11,5461
Car,0.14,3,-0.57,862.4,188.76,1241.0,359.84,1.48,1.63,3.43,4.54,1.67,7.34,-0.04,5461
Car,0.57,3,-2.54,0.0,171.94,172.08,305.88,1.54,1.69,3.34,-7.78,1.55,9.12,3.06,5461
Car,0.26,3,-2.68,0.0,166.7,251.46,284.57,1.7,1.62,4.01,-8.17,1.64,11.5,3.0,5461
Car,0.0,2,0.4,89.33,157.67,314.24,264.1,1.91,1.51,3.49,-7.85,1.65,14.04,-0.1,5461
Car,0.0,1,-2.92,182.37,167.5,341.67,235.94,1.78,1.65,3.75,-9.67,1.66,20.25,2.92,5461
Car,0.0,0,-1.81,464.01,177.31,506.6,205.8,1.66,1.66,3.98,-7.75,1.95,44.44,-1.98,5461
Car,0.0,0,-1.57,582.21,180.74,636.7,225.09,1.36,1.69,3.38,-0.06,1.64,24.21,-1.57,5831
Car,0.0,3,-2.04,14.78,182.6,345.28,341.4,1.42,1.61,4.03,-5.08,1.56,8.28,-2.58,5831
Car,0.0,1,-2.22,342.74,165.0,499.38,240.81,1.76,1.74,4.16,-5.0,1.61,18.67,-2.48,5831
Car,0.0,2,-2.1,395.97,164.04,506.82,229.93,1.83,1.64,3.71,-4.94,1.62,22.0,-2.32,5831
Car,0.0,2,-2.28,459.29,169.94,543.34,212.36,1.8,1.63,3.79,-4.95,1.7,32.39,-2.43,5831
Car,0.0,2,-1.55,585.12,177.72,619.47,209.06,1.52,1.67,3.61,-0.39,1.78,37.11,-1.56,5831
Car,0.0,0,1.95,272.14,182.25,354.89,225.72,1.84,2.04,4.33,-13.6,2.29,33.31,1.57,3029
Car,1.0,0,2.43,0.0,224.77,211.68,374.0,1.44,1.56,3.84,-2.95,1.71,2.03,1.53,403
Car,0.0,0,-1.49,443.36,181.89,517.53,247.7,1.5,1.55,4.21,-3.32,1.75,18.87,-1.66,403
Car,0.0,0,-1.7,644.76,166.32,727.09,243.59,1.82,1.65,3.67,1.86,1.69,18.98,-1.6,403
Car,0.0,2,1.62,503.15,181.57,543.49,215.8,1.42,1.57,4.1,-3.88,1.82,32.49,1.51,403
Car,0.0,2,-1.71,624.31,181.9,679.68,220.41,1.43,1.64,4.14,1.6,1.81,29.33,-1.66,403
Car,0.0,0,1.79,398.0,182.41,507.18,271.33,1.7,1.53,3.82,-3.38,1.93,15.94,1.58,2236
Car,0.0,1,1.66,499.91,186.29,550.33,231.02,1.5,1.53,3.38,-3.11,2.02,26.64,1.55,2236
Car,0.0,1,1.9,545.63,179.78,591.81,208.44,1.56,1.56,3.6,-2.35,1.97,41.4,1.84,2236
Car,0.0,0,1.95,296.38,185.56,373.14,223.99,1.62,1.86,4.31,-12.68,2.23,33.44,1.58,5194
Car,0.0,1,1.93,350.65,185.64,393.34,207.92,1.67,1.82,4.42,-19.12,2.73,58.09,1.61,5194
Car,0.0,0,-0.22,677.91,177.28,818.35,224.91,1.45,1.6,4.23,4.39,1.62,23.52,-0.04,239
Car,0.0,2,3.09,646.3,177.29,711.21,201.68,1.48,1.72,3.99,4.29,1.78,45.69,-3.1,239
Car,0.0,0,2.1,124.96,191.34,253.0,244.47,1.51,1.86,3.91,-13.58,2.15,23.49,1.58,4490
Car,0.0,0,1.97,258.12,187.09,327.12,217.58,1.51,1.88,4.32,-17.23,2.32,39.33,1.56,4490
Car,0.0,0,1.92,243.02,181.5,439.76,304.0,1.59,1.63,3.83,-4.04,1.74,11.41,1.59,673
Car,0.0,2,-1.6,660.55,169.66,694.81,202.08,1.62,1.7,3.29,3.51,1.49,38.17,-1.5,673
Car,0.0,2,1.86,308.76,187.29,447.35,278.85,1.4,1.45,3.3,-4.08,1.68,13.03,1.57,4552
Car,0.0,0,1.91,354.38,188.14,562.91,315.45,1.4,1.63,3.89,-1.94,1.65,10.24,1.72,4552
Car,0.0,2,1.67,512.58,180.18,548.14,209.93,1.38,1.33,4.32,-3.95,1.75,35.98,1.56,4552
Car,0.92,0,2.32,0.0,183.19,52.22,317.36,1.8,1.61,3.83,-9.03,1.94,8.72,1.54,4845
Car,0.0,1,2.23,25.51,196.73,232.59,289.16,1.45,1.45,3.4,-8.93,1.94,13.67,1.66,4845
Car,0.0,1,2.02,182.05,180.63,332.33,258.73,1.75,1.71,4.31,-8.88,1.96,18.52,1.58,4845
Car,0.0,0,1.88,352.84,182.83,428.27,225.66,1.53,1.66,4.01,-8.52,1.93,28.23,1.59,4845
Car,0.0,1,1.86,401.55,182.77,460.41,217.4,1.48,1.6,3.9,-8.26,1.96,33.46,1.62,4845
Car,0.0,0,1.75,490.07,177.37,524.1,200.39,1.61,1.67,4.56,-7.56,1.96,53.22,1.61,4845
Car,0.0,0,-1.57,596.84,174.1,664.34,239.31,1.61,1.66,3.2,0.51,1.67,19.58,-1.55,71
Car,0.95,0,2.28,0.0,247.19,282.62,374.0,1.14,1.68,3.85,-3.5,1.72,3.8,1.57,1476
Car,0.9,0,-2.13,840.81,191.49,1241.0,374.0,1.43,1.68,4.39,2.79,1.58,4.04,-1.56,1476
Car,0.0,2,-0.57,925.21,169.44,1239.29,261.37,1.48,1.75,4.47,8.23,1.46,12.92,-0.01,1476
Car,0.0,0,1.81,392.28,180.88,498.12,251.88,1.46,1.5,3.88,-3.78,1.66,16.96,1.6,1476
Car,0.0,0,-1.76,695.39,179.6,791.42,250.57,1.46,1.55,3.19,2.93,1.63,16.62,-1.59,1476
Car,0.0,2,-1.71,668.57,176.97,748.55,231.66,1.44,1.69,4.45,2.77,1.58,21.43,-1.59,1476
Car,0.0,0,-1.65,580.69,165.56,619.94,205.44,1.91,1.65,4.4,-0.3,1.19,36.38,-1.65,6075
Car,0.9,0,2.16,0.0,215.25,377.01,374.0,1.44,1.63,3.32,-2.58,1.75,3.63,1.57,1593
Car,0.95,0,-2.31,904.49,203.93,1241.0,374.0,1.55,1.55,3.27,2.77,1.75,3.14,-1.64,1593
Car,0.03,1,-1.85,732.71,198.08,987.43,374.0,1.48,1.6,3.79,2.48,1.83,8.24,-1.57,1593
Car,0.0,0,1.75,470.51,192.98,554.49,261.94,1.56,1.55,3.64,-2.49,2.13,18.91,1.62,1593
Car,0.0,1,1.68,519.79,178.96,583.62,241.11,1.91,1.66,4.22,-1.92,2.12,24.41,1.61,1593
Car,0.0,1,1.68,559.51,179.97,611.5,226.96,1.83,1.69,4.28,-0.99,2.14,30.38,1.65,1593
Car,0.0,0,1.82,619.92,190.28,660.62,216.34,1.51,1.63,4.03,1.95,2.66,45.8,1.86,1593
Car,0.0,0,-1.33,333.28,177.65,489.6,277.55,1.5,1.78,3.69,-3.29,1.46,12.65,-1.57,134
Car,0.43,1,-0.71,1137.36,137.54,1223.0,177.88,1.55,1.81,4.39,24.4,-0.13,28.6,-0.01,134
Car,0.0,1,-0.58,1028.25,151.61,1157.03,185.9,1.28,1.7,3.95,19.45,0.18,28.33,0.02,134
Car,0.0,0,-1.91,744.04,182.53,1013.93,347.12,1.49,1.71,3.58,2.78,1.62,8.47,-1.61,5371
Car,0.0,0,-1.33,329.3,196.88,463.32,279.35,1.39,1.81,3.46,-4.26,1.93,14.79,-1.6,5371
Car,0.0,0,-1.73,671.36,179.87,753.08,242.6,1.47,1.55,3.37,2.53,1.67,18.83,-1.6,5371
Car,0.0,1,-1.38,429.2,181.32,508.17,238.58,1.72,1.8,4.16,-4.63,2.01,24.0,-1.57,5371
Car,0.0,0,1.69,492.99,182.79,533.43,215.81,1.62,1.66,3.81,-5.07,2.16,37.97,1.55,5371
Car,0.0,1,-1.67,643.22,176.09,686.42,211.91,1.61,1.67,3.62,2.54,1.78,34.58,-1.6,5371
Car,0.0,2,-2.79,834.73,180.57,945.42,221.79,1.42,1.58,3.48,10.31,1.72,26.76,-2.42,2840
Car,0.05,0,2.23,0.0,199.43,134.08,243.08,1.41,1.85,4.7,-21.04,2.52,28.04,1.59,2840
Car,0.0,0,1.85,408.24,182.96,438.19,200.36,1.53,1.81,3.33,-17.19,2.48,66.47,1.6,2840
Car,0.0,0,-1.9,748.94,190.95,967.69,330.44,1.39,1.51,3.4,2.89,1.66,9.26,-1.61,4045
Car,0.58,0,0.71,0.0,185.3,213.4,366.93,1.48,1.49,3.38,-5.85,1.62,6.72,0.01,4045
Car,0.0,1,-2.81,168.53,176.19,379.57,268.62,1.63,1.55,3.35,-6.37,1.71,13.87,3.05,4045
Car,0.0,2,2.84,790.97,191.87,990.75,255.16,1.34,1.52,3.99,6.3,1.81,16.61,-3.09,4045
Car,0.0,2,-0.2,774.81,177.31,922.31,241.95,1.63,1.53,3.45,6.19,1.77,19.13,0.11,4045
Car,0.0,2,2.89,711.87,170.81,841.2,220.73,1.76,1.71,4.4,6.13,1.72,26.98,3.11,4045
Car,0.0,2,0.28,320.66,150.52,464.32,223.97,2.22,1.68,4.08,-6.91,1.56,23.07,-0.01,4045
Car,0.0,2,-2.94,404.31,173.52,507.13,207.69,1.46,1.61,4.31,-6.95,1.52,32.64,3.13,4045
Car,0.0,2,-3.1,440.75,169.72,528.44,206.0,1.8,1.77,4.41,-6.54,1.67,37.75,3.01,4045
Car,0.24,0,-2.52,0.0,167.96,257.76,295.9,1.9,1.78,4.25,-8.36,1.86,11.77,-3.13,2494
Car,0.0,0,0.24,366.94,176.63,465.05,214.76,1.52,1.64,3.7,-8.15,1.71,30.41,-0.02,2494
Car,0.0,0,1.54,390.06,192.98,429.51,230.07,1.65,1.75,3.39,-9.88,2.67,35.35,1.27,5851
Car,1.0,0,2.4,0.0,220.83,288.01,374.0,1.47,1.7,4.39,-2.68,1.73,1.97,1.53,5851
Car,0.0,0,-1.56,581.71,174.87,637.47,227.59,1.56,1.65,3.69,-0.03,1.65,23.4,-1.56,5798
Car,0.0,1,1.87,356.94,184.45,416.54,213.08,1.29,1.57,4.38,-11.0,1.89,35.74,1.58,5798
Car,0.0,1,1.79,455.58,180.38,485.43,198.78,1.4,1.54,3.67,-11.07,2.01,57.37,1.6,5798
