image,bbox
5407,"[np.float64(623.83), np.float64(160.97), np.float64(842.89), np.float64(244.92)]"
5407,"[np.float64(968.38), np.float64(172.41), np.float64(1096.05), np.float64(225.59)]"
5407,"[np.float64(1140.37), np.float64(166.29), np.float64(1235.32), np.float64(208.45)]"
6689,"[np.float64(585.59), np.float64(180.61), np.float64(633.98), np.float64(226.4)]"
2378,"[np.float64(678.54), np.float64(176.83), np.float64(750.15), np.float64(227.25)]"
5712,"[np.float64(508.96), np.float64(183.49), np.float64(554.24), np.float64(224.11)]"
6266,"[np.float64(152.02), np.float64(181.37), np.float64(438.03), np.float64(346.63)]"
6266,"[np.float64(738.62), np.float64(190.97), np.float64(987.03), np.float64(343.04)]"
6266,"[np.float64(440.99), np.float64(175.91), np.float64(519.59), np.float64(233.96)]"
1494,"[np.float64(142.43), np.float64(185.25), np.float64(295.32), np.float64(256.92)]"
1494,"[np.float64(382.55), np.float64(171.72), np.float64(447.59), np.float64(217.6)]"
1494,"[np.float64(700.32), np.float64(169.13), np.float64(815.28), np.float64(231.64)]"
1410,"[np.float64(897.37), np.float64(143.19), np.float64(1106.15), np.float64(218.67)]"
2939,"[np.float64(601.12), np.float64(175.65), np.float64(661.55), np.float64(234.02)]"
4462,"[np.float64(677.03), np.float64(184.5), np.float64(758.09), np.float64(244.58)]"
371,"[np.float64(696.19), np.float64(180.26), np.float64(823.18), np.float64(269.09)]"
5176,"[np.float64(540.33), np.float64(181.96), np.float64(619.12), np.float64(238.09)]"
5176,"[np.float64(55.88), np.float64(205.58), np.float64(206.1), np.float64(272.97)]"
1063,"[np.float64(136.2), np.float64(186.67), np.float64(270.96), np.float64(244.93)]"
1660,"[np.float64(99.31), np.float64(192.23), np.float64(207.39), np.float64(236.54)]"
31,"[np.float64(334.28), np.float64(180.65), np.float64(490.02), np.float64(297.48)]"
31,"[np.float64(785.85), np.float64(179.67), np.float64(1028.82), np.float64(340.75)]"
31,"[np.float64(660.82), np.float64(178.72), np.float64(713.09), np.float64(222.03)]"
2147,"[np.float64(596.27), np.float64(182.32), np.float64(659.58), np.float64(234.06)]"
2147,"[np.float64(801.77), np.float64(192.09), np.float64(1042.38), np.float64(320.78)]"
3866,"[np.float64(346.62), np.float64(179.37), np.float64(452.03), np.float64(245.25)]"
4529,"[np.float64(353.32), np.float64(191.0), np.float64(527.57), np.float64(315.42)]"
4529,"[np.float64(558.34), np.float64(180.99), np.float64(613.42), np.float64(221.79)]"
5723,"[np.float64(727.99), np.float64(171.12), np.float64(986.82), np.float64(253.36)]"
4702,"[np.float64(574.54), np.float64(173.62), np.float64(614.99), np.float64(213.92)]"
2786,"[np.float64(488.22), np.float64(187.76), np.float64(547.7), np.float64(239.62)]"
2786,"[np.float64(659.15), np.float64(180.43), np.float64(725.07), np.float64(235.97)]"
4489,"[np.float64(818.21), np.float64(177.6), np.float64(1129.99), np.float64(274.19)]"
628,"[np.float64(307.84), np.float64(187.98), np.float64(430.62), np.float64(261.73)]"
7240,"[np.float64(490.98), np.float64(180.61), np.float64(548.08), np.float64(230.18)]"
2359,"[np.float64(330.71), np.float64(190.81), np.float64(488.54), np.float64(282.1)]"
243,"[np.float64(598.73), np.float64(177.45), np.float64(678.68), np.float64(248.0)]"
243,"[np.float64(498.91), np.float64(169.77), np.float64(576.76), np.float64(230.99)]"
243,"[np.float64(1070.7), np.float64(135.74), np.float64(1238.26), np.float64(198.38)]"
3048,"[np.float64(561.34), np.float64(178.88), np.float64(621.51), np.float64(233.74)]"
3048,"[np.float64(334.78), np.float64(178.68), np.float64(492.78), np.float64(290.3)]"
7076,"[np.float64(400.75), np.float64(175.56), np.float64(499.3), np.float64(243.96)]"
1973,"[np.float64(584.72), np.float64(176.75), np.float64(643.42), np.float64(233.51)]"
3157,"[np.float64(568.47), np.float64(182.3), np.float64(619.09), np.float64(231.54)]"
3157,"[np.float64(302.65), np.float64(198.08), np.float64(403.79), np.float64(257.68)]"
1432,"[np.float64(650.77), np.float64(187.15), np.float64(702.31), np.float64(227.15)]"
2135,"[np.float64(704.97), np.float64(186.78), np.float64(813.02), np.float64(267.24)]"
2987,"[np.float64(566.34), np.float64(176.79), np.float64(619.03), np.float64(227.79)]"
4246,"[np.float64(469.81), np.float64(166.09), np.float64(543.3), np.float64(238.38)]"
4246,"[np.float64(248.5), np.float64(194.89), np.float64(454.42), np.float64(339.1)]"
4933,"[np.float64(270.28), np.float64(183.78), np.float64(425.4), np.float64(264.6)]"
6469,"[np.float64(576.52), np.float64(172.88), np.float64(633.85), np.float64(225.14)]"
6469,"[np.float64(6.03), np.float64(189.61), np.float64(252.14), np.float64(289.41)]"
6469,"[np.float64(282.7), np.float64(185.82), np.float64(434.87), np.float64(272.98)]"
1827,"[np.float64(720.99), np.float64(175.87), np.float64(1022.41), np.float64(272.55)]"
7097,"[np.float64(453.56), np.float64(176.5), np.float64(546.48), np.float64(244.0)]"
6949,"[np.float64(778.22), np.float64(176.23), np.float64(868.17), np.float64(224.82)]"
2411,"[np.float64(408.15), np.float64(183.05), np.float64(509.24), np.float64(246.41)]"
6404,"[np.float64(511.31), np.float64(184.7), np.float64(563.41), np.float64(227.93)]"
5358,"[np.float64(2.16), np.float64(193.43), np.float64(305.02), np.float64(298.49)]"
4997,"[np.float64(711.57), np.float64(177.26), np.float64(879.07), np.float64(235.61)]"
7177,"[np.float64(388.6), np.float64(182.09), np.float64(477.6), np.float64(243.86)]"
7177,"[np.float64(670.66), np.float64(172.47), np.float64(762.8), np.float64(245.88)]"
6889,"[np.float64(563.73), np.float64(178.93), np.float64(609.94), np.float64(221.06)]"
6889,"[np.float64(209.89), np.float64(179.81), np.float64(462.28), np.float64(341.65)]"
4133,"[np.float64(330.6), np.float64(188.19), np.float64(487.34), np.float64(291.41)]"
2407,"[np.float64(683.97), np.float64(160.35), np.float64(887.24), np.float64(236.9)]"
3850,"[np.float64(782.25), np.float64(183.44), np.float64(1098.27), np.float64(353.48)]"
586,"[np.float64(593.9), np.float64(171.52), np.float64(651.74), np.float64(226.19)]"
586,"[np.float64(839.24), np.float64(169.72), np.float64(1109.01), np.float64(331.46)]"
586,"[np.float64(292.67), np.float64(174.57), np.float64(378.99), np.float64(220.21)]"
3132,"[np.float64(587.79), np.float64(175.45), np.float64(673.45), np.float64(256.38)]"
4788,"[np.float64(450.77), np.float64(170.54), np.float64(528.41), np.float64(224.96)]"
4383,"[np.float64(462.87), np.float64(177.3), np.float64(539.54), np.float64(241.94)]"
2662,"[np.float64(583.51), np.float64(181.73), np.float64(639.74), np.float64(227.68)]"
2662,"[np.float64(90.82), np.float64(186.16), np.float64(350.61), np.float64(332.3)]"
397,"[np.float64(659.74), np.float64(174.77), np.float64(737.6), np.float64(237.05)]"
3090,"[np.float64(509.39), np.float64(176.61), np.float64(699.1), np.float64(264.61)]"
5188,"[np.float64(496.42), np.float64(187.29), np.float64(574.45), np.float64(235.63)]"
705,"[np.float64(597.05), np.float64(174.63), np.float64(657.08), np.float64(232.64)]"
6379,"[np.float64(713.71), np.float64(191.88), np.float64(851.24), np.float64(283.91)]"
6670,"[np.float64(554.62), np.float64(189.11), np.float64(727.05), np.float64(347.03)]"
907,"[np.float64(460.74), np.float64(182.82), np.float64(517.0), np.float64(234.9)]"
907,"[np.float64(621.47), np.float64(170.86), np.float64(685.88), np.float64(231.72)]"
2033,"[np.float64(577.56), np.float64(173.61), np.float64(830.23), np.float64(259.64)]"
438,"[np.float64(413.56), np.float64(185.17), np.float64(490.55), np.float64(231.98)]"
2276,"[np.float64(445.88), np.float64(184.47), np.float64(505.26), np.float64(235.51)]"
5089,"[np.float64(204.33), np.float64(189.94), np.float64(433.44), np.float64(334.99)]"
5089,"[np.float64(521.62), np.float64(171.86), np.float64(587.7), np.float64(232.13)]"
2490,"[np.float64(423.41), np.float64(186.37), np.float64(526.56), np.float64(268.93)]"
2824,"[np.float64(146.69), np.float64(200.07), np.float64(465.47), np.float64(374.0)]"
4303,"[np.float64(102.46), np.float64(178.53), np.float64(408.63), np.float64(360.31)]"
1020,"[np.float64(580.76), np.float64(170.42), np.float64(636.21), np.float64(221.0)]"
4211,"[np.float64(232.53), np.float64(177.86), np.float64(447.85), np.float64(338.86)]"
2027,"[np.float64(467.32), np.float64(182.1), np.float64(543.29), np.float64(228.42)]"
4695,"[np.float64(470.32), np.float64(181.14), np.float64(539.66), np.float64(226.66)]"
795,"[np.float64(753.18), np.float64(189.21), np.float64(912.75), np.float64(286.1)]"
795,"[np.float64(474.47), np.float64(183.45), np.float64(539.95), np.float64(226.98)]"
7171,"[np.float64(444.05), np.float64(175.3), np.float64(561.28), np.float64(235.74)]"
5803,"[np.float64(688.19), np.float64(190.49), np.float64(775.29), np.float64(251.39)]"
2396,"[np.float64(84.0), np.float64(190.2), np.float64(422.03), np.float64(374.0)]"
7190,"[np.float64(807.23), np.float64(176.66), np.float64(928.12), np.float64(237.24)]"
320,"[np.float64(223.1), np.float64(167.26), np.float64(435.32), np.float64(291.65)]"
6155,"[np.float64(680.22), np.float64(189.59), np.float64(800.0), np.float64(275.75)]"
6155,"[np.float64(345.08), np.float64(195.9), np.float64(454.41), np.float64(265.14)]"
6155,"[np.float64(62.0), np.float64(211.17), np.float64(340.29), np.float64(341.36)]"
5228,"[np.float64(567.01), np.float64(171.38), np.float64(627.9), np.float64(232.08)]"
2724,"[np.float64(861.46), np.float64(169.33), np.float64(992.56), np.float64(216.73)]"
3073,"[np.float64(710.87), np.float64(180.64), np.float64(840.83), np.float64(274.1)]"
2576,"[np.float64(606.14), np.float64(176.52), np.float64(662.25), np.float64(228.88)]"
7087,"[np.float64(716.84), np.float64(185.75), np.float64(832.35), np.float64(259.06)]"
4872,"[np.float64(595.45), np.float64(175.34), np.float64(661.9), np.float64(239.52)]"
2137,"[np.float64(167.25), np.float64(200.54), np.float64(438.48), np.float64(374.0)]"
2137,"[np.float64(467.12), np.float64(186.17), np.float64(519.23), np.float64(235.58)]"
2137,"[np.float64(617.98), np.float64(174.75), np.float64(678.92), np.float64(231.86)]"
5054,"[np.float64(461.91), np.float64(191.98), np.float64(536.89), np.float64(255.42)]"
5054,"[np.float64(665.15), np.float64(182.31), np.float64(746.1), np.float64(249.39)]"
4902,"[np.float64(799.41), np.float64(188.21), np.float64(1092.86), np.float64(369.43)]"
4902,"[np.float64(454.21), np.float64(176.2), np.float64(549.44), np.float64(265.34)]"
4194,"[np.float64(748.85), np.float64(154.15), np.float64(1241.0), np.float64(353.75)]"
4194,"[np.float64(669.02), np.float64(175.03), np.float64(729.35), np.float64(224.93)]"
894,"[np.float64(426.85), np.float64(188.12), np.float64(496.54), np.float64(237.17)]"
894,"[np.float64(95.24), np.float64(189.84), np.float64(337.51), np.float64(275.8)]"
942,"[np.float64(0.0), np.float64(199.03), np.float64(313.32), np.float64(359.65)]"
942,"[np.float64(399.95), np.float64(176.29), np.float64(476.65), np.float64(227.16)]"
7236,"[np.float64(707.19), np.float64(184.49), np.float64(817.31), np.float64(260.67)]"
2816,"[np.float64(573.73), np.float64(175.68), np.float64(623.86), np.float64(225.63)]"
796,"[np.float64(291.63), np.float64(194.54), np.float64(475.35), np.float64(321.16)]"
1338,"[np.float64(400.66), np.float64(185.75), np.float64(475.37), np.float64(250.03)]"
982,"[np.float64(678.45), np.float64(178.28), np.float64(756.7), np.float64(241.67)]"
2756,"[np.float64(395.45), np.float64(183.48), np.float64(516.41), np.float64(271.52)]"
2756,"[np.float64(589.08), np.float64(175.7), np.float64(648.39), np.float64(229.78)]"
2756,"[np.float64(526.15), np.float64(174.73), np.float64(577.79), np.float64(220.4)]"
6574,"[np.float64(551.83), np.float64(170.4), np.float64(714.23), np.float64(326.88)]"
5847,"[np.float64(92.2), np.float64(197.76), np.float64(334.3), np.float64(286.74)]"
5847,"[np.float64(343.97), np.float64(185.45), np.float64(459.71), np.float64(228.66)]"
6563,"[np.float64(979.17), np.float64(174.72), np.float64(1073.42), np.float64(251.87)]"
5145,"[np.float64(723.73), np.float64(159.27), np.float64(949.58), np.float64(324.25)]"
5177,"[np.float64(740.74), np.float64(168.37), np.float64(814.53), np.float64(234.01)]"
5177,"[np.float64(381.53), np.float64(181.99), np.float64(510.77), np.float64(237.12)]"
5698,"[np.float64(477.41), np.float64(183.05), np.float64(545.6), np.float64(237.05)]"
5698,"[np.float64(663.85), np.float64(178.12), np.float64(722.78), np.float64(223.31)]"
2337,"[np.float64(13.05), np.float64(198.84), np.float64(175.58), np.float64(258.02)]"
709,"[np.float64(166.37), np.float64(202.17), np.float64(418.05), np.float64(374.0)]"
6702,"[np.float64(610.44), np.float64(174.23), np.float64(664.66), np.float64(226.48)]"
2822,"[np.float64(715.16), np.float64(171.51), np.float64(869.43), np.float64(285.9)]"
1976,"[np.float64(574.56), np.float64(177.61), np.float64(619.15), np.float64(220.05)]"
1976,"[np.float64(711.66), np.float64(164.62), np.float64(875.52), np.float64(292.23)]"
3943,"[np.float64(207.2), np.float64(191.81), np.float64(303.31), np.float64(239.87)]"
5891,"[np.float64(311.19), np.float64(188.58), np.float64(437.86), np.float64(270.5)]"
5891,"[np.float64(0.0), np.float64(186.56), np.float64(312.96), np.float64(374.0)]"
2527,"[np.float64(575.3), np.float64(178.95), np.float64(751.4), np.float64(345.12)]"
2527,"[np.float64(38.05), np.float64(195.11), np.float64(229.72), np.float64(269.83)]"
4517,"[np.float64(321.08), np.float64(184.36), np.float64(451.68), np.float64(259.98)]"
5831,"[np.float64(582.21), np.float64(180.74), np.float64(636.7), np.float64(225.09)]"
3029,"[np.float64(272.14), np.float64(182.25), np.float64(354.89), np.float64(225.72)]"
403,"[np.float64(443.36), np.float64(181.89), np.float64(517.53), np.float64(247.7)]"
403,"[np.float64(644.76), np.float64(166.32), np.float64(727.09), np.float64(243.59)]"
2236,"[np.float64(398.0), np.float64(182.41), np.float64(507.18), np.float64(271.33)]"
239,"[np.float64(677.91), np.float64(177.28), np.float64(818.35), np.float64(224.91)]"
4490,"[np.float64(124.96), np.float64(191.34), np.float64(253.0), np.float64(244.47)]"
673,"[np.float64(243.02), np.float64(181.5), np.float64(439.76), np.float64(304.0)]"
4552,"[np.float64(354.38), np.float64(188.14), np.float64(562.91), np.float64(315.45)]"
4845,"[np.float64(352.84), np.float64(182.83), np.float64(428.27), np.float64(225.66)]"
71,"[np.float64(596.84), np.float64(174.1), np.float64(664.34), np.float64(239.31)]"
1476,"[np.float64(392.28), np.float64(180.88), np.float64(498.12), np.float64(251.88)]"
1476,"[np.float64(695.39), np.float64(179.6), np.float64(791.42), np.float64(250.57)]"
1593,"[np.float64(470.51), np.float64(192.98), np.float64(554.49), np.float64(261.94)]"
134,"[np.float64(333.28), np.float64(177.65), np.float64(489.6), np.float64(277.55)]"
5371,"[np.float64(744.04), np.float64(182.53), np.float64(1013.93), np.float64(347.12)]"
5371,"[np.float64(329.3), np.float64(196.88), np.float64(463.32), np.float64(279.35)]"
5371,"[np.float64(671.36), np.float64(179.87), np.float64(753.08), np.float64(242.6)]"
2840,"[np.float64(0.0), np.float64(199.43), np.float64(134.08), np.float64(243.08)]"
4045,"[np.float64(748.94), np.float64(190.95), np.float64(967.69), np.float64(330.44)]"
5798,"[np.float64(581.71), np.float64(174.87), np.float64(637.47), np.float64(227.59)]"
3111,"[np.float64(668.92), np.float64(182.7), np.float64(778.1), np.float64(253.41)]"
3493,"[np.float64(567.11), np.float64(173.0), np.float64(620.51), np.float64(224.67)]"
7167,"[np.float64(66.33), np.float64(190.08), np.float64(175.84), np.float64(258.97)]"
5977,"[np.float64(597.52), np.float64(181.14), np.float64(659.97), np.float64(221.78)]"
1929,"[np.float64(286.77), np.float64(202.49), np.float64(457.47), np.float64(323.13)]"
4077,"[np.float64(552.44), np.float64(170.84), np.float64(713.33), np.float64(325.86)]"
4970,"[np.float64(269.97), np.float64(181.54), np.float64(476.29), np.float64(305.57)]"
3529,"[np.float64(683.5), np.float64(182.8), np.float64(776.34), np.float64(250.03)]"
4155,"[np.float64(902.04), np.float64(167.99), np.float64(1034.44), np.float64(245.96)]"
4155,"[np.float64(394.12), np.float64(193.8), np.float64(522.51), np.float64(264.92)]"
5406,"[np.float64(444.64), np.float64(185.43), np.float64(548.31), np.float64(267.79)]"
567,"[np.float64(600.93), np.float64(173.52), np.float64(701.67), np.float64(247.79)]"
567,"[np.float64(849.64), np.float64(172.93), np.float64(996.64), np.float64(284.1)]"
6810,"[np.float64(685.25), np.float64(178.77), np.float64(795.4), np.float64(256.16)]"
6810,"[np.float64(229.27), np.float64(196.0), np.float64(354.9), np.float64(261.63)]"
3562,"[np.float64(335.3), np.float64(179.9), np.float64(423.45), np.float64(230.49)]"
5865,"[np.float64(530.56), np.float64(187.74), np.float64(746.04), np.float64(306.47)]"
5865,"[np.float64(215.26), np.float64(189.53), np.float64(419.76), np.float64(265.98)]"
6634,"[np.float64(751.16), np.float64(183.68), np.float64(968.84), np.float64(297.97)]"
2259,"[np.float64(616.71), np.float64(174.38), np.float64(670.37), np.float64(226.14)]"
2259,"[np.float64(157.68), np.float64(190.08), np.float64(409.19), np.float64(331.61)]"
5111,"[np.float64(740.89), np.float64(158.37), np.float64(962.96), np.float64(236.85)]"
5111,"[np.float64(440.61), np.float64(182.36), np.float64(500.79), np.float64(229.33)]"
2925,"[np.float64(568.89), np.float64(180.58), np.float64(612.9), np.float64(224.1)]"
1799,"[np.float64(563.54), np.float64(176.8), np.float64(615.97), np.float64(227.56)]"
3204,"[np.float64(924.2), np.float64(190.31), np.float64(979.19), np.float64(231.42)]"
5719,"[np.float64(63.83), np.float64(185.17), np.float64(168.53), np.float64(226.62)]"
5719,"[np.float64(366.74), np.float64(187.78), np.float64(492.46), np.float64(266.98)]"
5719,"[np.float64(587.95), np.float64(177.8), np.float64(634.21), np.float64(223.88)]"
4934,"[np.float64(710.77), np.float64(187.7), np.float64(829.55), np.float64(275.09)]"
3964,"[np.float64(567.43), np.float64(182.04), np.float64(620.69), np.float64(224.53)]"
3871,"[np.float64(588.59), np.float64(180.17), np.float64(665.27), np.float64(241.61)]"
3871,"[np.float64(358.2), np.float64(184.02), np.float64(426.21), np.float64(224.79)]"
6879,"[np.float64(656.15), np.float64(177.0), np.float64(744.15), np.float64(239.83)]"
6877,"[np.float64(518.57), np.float64(165.43), np.float64(740.7), np.float64(374.0)]"
2049,"[np.float64(492.89), np.float64(167.2), np.float64(568.22), np.float64(218.75)]"
3485,"[np.float64(577.83), np.float64(178.3), np.float64(636.39), np.float64(234.94)]"
6684,"[np.float64(574.84), np.float64(183.22), np.float64(663.64), np.float64(268.05)]"
6684,"[np.float64(134.13), np.float64(204.06), np.float64(248.36), np.float64(248.63)]"
6684,"[np.float64(18.2), np.float64(209.98), np.float64(139.54), np.float64(255.97)]"
406,"[np.float64(598.57), np.float64(170.92), np.float64(664.92), np.float64(235.02)]"
463,"[np.float64(650.83), np.float64(173.9), np.float64(724.99), np.float64(222.66)]"
5900,"[np.float64(947.83), np.float64(163.63), np.float64(1094.69), np.float64(246.25)]"
5900,"[np.float64(421.28), np.float64(192.88), np.float64(551.84), np.float64(266.0)]"
1747,"[np.float64(553.96), np.float64(184.32), np.float64(610.72), np.float64(230.13)]"
1747,"[np.float64(235.7), np.float64(173.17), np.float64(432.17), np.float64(255.09)]"
5784,"[np.float64(449.1), np.float64(181.92), np.float64(530.6), np.float64(226.24)]"
5076,"[np.float64(278.32), np.float64(194.45), np.float64(422.66), np.float64(282.88)]"
352,"[np.float64(760.92), np.float64(175.17), np.float64(1106.31), np.float64(374.0)]"
352,"[np.float64(299.47), np.float64(192.19), np.float64(445.76), np.float64(284.47)]"
2878,"[np.float64(437.15), np.float64(182.56), np.float64(521.3), np.float64(255.06)]"
2878,"[np.float64(656.64), np.float64(165.53), np.float64(748.54), np.float64(250.57)]"
405,"[np.float64(518.59), np.float64(165.5), np.float64(740.72), np.float64(374.0)]"
1413,"[np.float64(312.49), np.float64(194.65), np.float64(432.79), np.float64(260.55)]"
1413,"[np.float64(698.74), np.float64(180.83), np.float64(753.25), np.float64(224.92)]"
5995,"[np.float64(603.31), np.float64(180.03), np.float64(666.3), np.float64(240.86)]"
6381,"[np.float64(776.26), np.float64(135.54), np.float64(1084.48), np.float64(321.68)]"
6381,"[np.float64(195.86), np.float64(199.76), np.float64(414.0), np.float64(339.2)]"
5457,"[np.float64(308.0), np.float64(181.12), np.float64(470.41), np.float64(286.64)]"
5457,"[np.float64(590.24), np.float64(179.46), np.float64(633.3), np.float64(222.35)]"
7473,"[np.float64(760.94), np.float64(163.22), np.float64(878.26), np.float64(207.91)]"
455,"[np.float64(692.31), np.float64(187.1), np.float64(810.1), np.float64(263.47)]"
6494,"[np.float64(906.97), np.float64(177.72), np.float64(1178.99), np.float64(327.45)]"
6494,"[np.float64(184.47), np.float64(195.84), np.float64(273.45), np.float64(242.51)]"
6494,"[np.float64(69.83), np.float64(198.74), np.float64(136.82), np.float64(249.1)]"
1701,"[np.float64(584.3), np.float64(189.51), np.float64(650.98), np.float64(235.66)]"
1701,"[np.float64(706.02), np.float64(199.61), np.float64(951.78), np.float64(341.06)]"
6156,"[np.float64(731.6), np.float64(186.28), np.float64(965.43), np.float64(331.52)]"
5327,"[np.float64(519.97), np.float64(162.03), np.float64(769.27), np.float64(260.42)]"
5327,"[np.float64(884.96), np.float64(170.7), np.float64(1004.84), np.float64(226.1)]"
5327,"[np.float64(1035.47), np.float64(165.17), np.float64(1119.14), np.float64(206.87)]"
409,"[np.float64(551.99), np.float64(170.51), np.float64(714.01), np.float64(326.62)]"
7350,"[np.float64(461.89), np.float64(185.62), np.float64(529.52), np.float64(230.79)]"
6251,"[np.float64(731.32), np.float64(172.63), np.float64(896.06), np.float64(292.12)]"
6251,"[np.float64(392.46), np.float64(176.59), np.float64(515.72), np.float64(257.14)]"
2678,"[np.float64(589.2), np.float64(171.01), np.float64(658.89), np.float64(236.88)]"
2678,"[np.float64(903.53), np.float64(152.62), np.float64(1168.18), np.float64(335.9)]"
2678,"[np.float64(161.47), np.float64(172.35), np.float64(303.21), np.float64(237.12)]"
7144,"[np.float64(770.98), np.float64(169.72), np.float64(943.48), np.float64(273.27)]"
2542,"[np.float64(0.0), np.float64(152.41), np.float64(285.24), np.float64(327.12)]"
2542,"[np.float64(734.83), np.float64(172.65), np.float64(870.66), np.float64(267.42)]"
7332,"[np.float64(451.77), np.float64(187.88), np.float64(534.44), np.float64(244.8)]"
2516,"[np.float64(681.89), np.float64(178.05), np.float64(752.56), np.float64(231.03)]"
2288,"[np.float64(257.66), np.float64(181.94), np.float64(402.01), np.float64(236.27)]"
5245,"[np.float64(588.13), np.float64(188.53), np.float64(641.04), np.float64(232.76)]"
5245,"[np.float64(97.53), np.float64(192.41), np.float64(366.13), np.float64(346.41)]"
6246,"[np.float64(491.57), np.float64(166.38), np.float64(599.88), np.float64(244.38)]"
6246,"[np.float64(786.61), np.float64(167.06), np.float64(890.57), np.float64(257.56)]"
3528,"[np.float64(589.72), np.float64(180.0), np.float64(644.29), np.float64(228.52)]"
3016,"[np.float64(50.62), np.float64(163.36), np.float64(357.01), np.float64(320.57)]"
3016,"[np.float64(407.8), np.float64(152.02), np.float64(503.25), np.float64(213.42)]"
7184,"[np.float64(770.41), np.float64(167.35), np.float64(846.24), np.float64(232.58)]"
7184,"[np.float64(351.24), np.float64(182.24), np.float64(504.69), np.float64(246.91)]"
5994,"[np.float64(571.86), np.float64(149.26), np.float64(623.31), np.float64(204.1)]"
2734,"[np.float64(265.91), np.float64(197.84), np.float64(495.08), np.float64(350.15)]"
2139,"[np.float64(577.48), np.float64(173.43), np.float64(648.58), np.float64(238.19)]"
2139,"[np.float64(131.27), np.float64(186.21), np.float64(298.18), np.float64(268.17)]"
2139,"[np.float64(283.52), np.float64(177.21), np.float64(458.37), np.float64(292.09)]"
6632,"[np.float64(618.82), np.float64(163.63), np.float64(714.49), np.float64(226.74)]"
6632,"[np.float64(868.89), np.float64(165.73), np.float64(1138.95), np.float64(269.11)]"
578,"[np.float64(685.42), np.float64(187.7), np.float64(821.78), np.float64(280.68)]"
4918,"[np.float64(432.57), np.float64(186.33), np.float64(550.93), np.float64(271.5)]"
1316,"[np.float64(596.98), np.float64(175.01), np.float64(664.42), np.float64(240.17)]"
4516,"[np.float64(689.97), np.float64(177.69), np.float64(809.36), np.float64(264.05)]"
4516,"[np.float64(414.34), np.float64(182.59), np.float64(495.29), np.float64(237.73)]"
2992,"[np.float64(568.88), np.float64(178.85), np.float64(622.95), np.float64(231.18)]"
2992,"[np.float64(349.92), np.float64(182.2), np.float64(439.73), np.float64(244.77)]"
155,"[np.float64(159.15), np.float64(189.27), np.float64(249.65), np.float64(250.26)]"
1005,"[np.float64(709.89), np.float64(170.92), np.float64(835.41), np.float64(263.18)]"
6476,"[np.float64(592.85), np.float64(175.54), np.float64(658.89), np.float64(239.34)]"
1781,"[np.float64(284.66), np.float64(191.2), np.float64(418.74), np.float64(284.72)]"
5921,"[np.float64(810.67), np.float64(183.11), np.float64(936.32), np.float64(230.97)]"
7229,"[np.float64(249.23), np.float64(187.11), np.float64(332.41), np.float64(228.93)]"
793,"[np.float64(462.47), np.float64(174.59), np.float64(549.96), np.float64(238.14)]"
2441,"[np.float64(150.61), np.float64(191.15), np.float64(391.93), np.float64(335.71)]"
35,"[np.float64(425.44), np.float64(176.21), np.float64(529.23), np.float64(259.84)]"
6390,"[np.float64(563.0), np.float64(182.26), np.float64(621.72), np.float64(230.34)]"
1887,"[np.float64(482.73), np.float64(184.48), np.float64(537.83), np.float64(226.4)]"
7130,"[np.float64(572.8), np.float64(174.55), np.float64(667.54), np.float64(265.81)]"
5451,"[np.float64(618.6), np.float64(170.52), np.float64(770.45), np.float64(289.11)]"
4348,"[np.float64(461.75), np.float64(178.87), np.float64(538.3), np.float64(238.07)]"
4348,"[np.float64(665.89), np.float64(176.23), np.float64(729.72), np.float64(224.98)]"
3992,"[np.float64(155.35), np.float64(191.66), np.float64(269.34), np.float64(246.0)]"
2459,"[np.float64(667.4), np.float64(185.88), np.float64(769.22), np.float64(263.55)]"
7053,"[np.float64(258.03), np.float64(194.92), np.float64(478.6), np.float64(323.77)]"
5388,"[np.float64(364.68), np.float64(186.09), np.float64(448.88), np.float64(233.59)]"
713,"[np.float64(211.38), np.float64(179.87), np.float64(339.24), np.float64(221.98)]"
6869,"[np.float64(351.99), np.float64(176.12), np.float64(472.84), np.float64(249.32)]"
2982,"[np.float64(472.56), np.float64(173.18), np.float64(534.09), np.float64(218.14)]"
3741,"[np.float64(277.15), np.float64(183.79), np.float64(374.72), np.float64(249.76)]"
5229,"[np.float64(708.98), np.float64(180.29), np.float64(768.38), np.float64(230.69)]"
7267,"[np.float64(696.62), np.float64(177.91), np.float64(846.09), np.float64(283.55)]"
7267,"[np.float64(117.65), np.float64(187.11), np.float64(437.14), np.float64(374.0)]"
7193,"[np.float64(568.77), np.float64(178.98), np.float64(637.26), np.float64(243.88)]"
7193,"[np.float64(77.22), np.float64(207.33), np.float64(189.77), np.float64(249.18)]"
7193,"[np.float64(184.22), np.float64(200.27), np.float64(273.38), np.float64(245.36)]"
6256,"[np.float64(655.82), np.float64(179.74), np.float64(707.0), np.float64(223.21)]"
5534,"[np.float64(413.02), np.float64(177.69), np.float64(516.32), np.float64(259.82)]"
6374,"[np.float64(608.74), np.float64(183.7), np.float64(684.94), np.float64(239.66)]"
6374,"[np.float64(706.41), np.float64(165.0), np.float64(966.17), np.float64(337.93)]"
2185,"[np.float64(678.18), np.float64(171.34), np.float64(854.74), np.float64(297.52)]"
2185,"[np.float64(188.25), np.float64(195.92), np.float64(454.31), np.float64(369.19)]"
3444,"[np.float64(340.1), np.float64(181.43), np.float64(417.62), np.float64(225.88)]"
